"country"	"beach"	"index"	"chl"
"4"	22	0	0.438060575273435
"4"	22	7.3	0.521112841404698
"4"	22	0.6	0.38348856421952
"4"	22	1.1	0.871015250381614
"4"	22	9.9	1.27782529844095
"4"	22	8.4	2.24448590470826
"4"	22	8.3	1.00660899304248
"4"	22	1.2	0.371039163755368
"4"	23	4	0.385332885351293
"4"	23	2	1.02719292175779
"4"	23	8.8	2.36238558434976
"4"	23	6.6	0.479866993258077
"4"	23	1.4	0.394631624673628
"4"	23	8.6	0.862095775807618
"4"	23	1.7	0.937259026039735
"4"	23	7	0.69151215719612
"4"	23	6.7	1.29705342466146
"4"	23	9.1	0.963635024321309
"4"	24	1.7	0.336273602210301
"4"	24	8	0.606157950321417
"4"	24	7.9	1.77021852724741
"4"	24	5	0.609250894010582
"4"	24	1.7	0.51329656514975
"4"	24	7.3	2.11618427481259
"4"	24	2.2	0.64427604102732
"4"	24	3.7	0.64908601986788
"4"	24	0.3	0.300741676472432
"4"	24	1.5	0.934491566251066
"4"	25	9.8	0.909448736134517
"4"	25	3.5	0.955529255098055
"4"	25	0.2	0.845047365390809
"4"	25	0.5	0.190795989243694
"4"	25	2	0.287421871548409
"4"	25	6.3	1.02643553726802
"4"	25	5	0.63049649075418
"4"	25	0.4	0.257709551227132
"4"	25	3.5	0.36051042316731
"4"	25	7.9	1.30666361231147
"4"	26	1.7	0.244594972902442
"4"	26	9.8	0.990807480343821
"4"	26	7.6	0.518493975910393
"4"	26	7.8	2.52417200925759
"4"	26	0.7	0.536953610923672
"4"	26	3.4	0.799270658482608
"4"	26	4.9	0.769897585018395
"4"	26	3.6	1.22537044660296
"4"	26	1.7	0.235563217859872
"4"	26	9.9	2.28870239553137
"4"	27	0.4	0.759920771130241
"4"	27	2.7	0.472358790415551
"4"	27	8.2	1.27763842033885
"4"	27	2.8	0.86984974172188
"4"	27	2.8	0.625140605723702
"4"	27	6.6	1.17308474237691
"4"	27	0.8	0.645421876711723
"4"	27	8.5	1.1335146983283
"4"	27	5.3	1.58107901907528
"4"	27	6.4	1.0979796441849
"4"	28	8	0.644359485157886
"4"	28	6.9	0.942842239445842
"4"	28	2.9	0.365223669301609
"4"	28	7.1	2.08804258033171
"4"	28	3.2	0.321748543727077
"4"	28	9.7	1.17123658636735
"4"	28	9.9	2.90601747457209
"4"	28	9.6	0.982070793713358
"4"	28	7	1.49167001440975
"4"	28	0.4	0.287550752432825
"5"	29	0.7	1.46549483908181
"5"	29	8.1	1.45182901262926
"5"	29	8.9	3.12982227695431
"5"	29	8.6	2.72291549040608
"5"	29	5.6	0.560981895632131
"5"	29	1	0.638783249696056
"5"	29	7.9	2.4251003783365
"5"	29	5.2	1.75365113486976
"5"	29	3.6	0.750495979509534
"5"	29	1.2	0.290182242746193
"5"	30	8.8	0.612624420735353
"5"	30	2.6	2.09340943113878
"5"	30	5.1	2.05209449758538
"5"	30	2	0.32902340458491
"5"	30	2.4	0.845294606528023
"5"	30	8.8	2.88483296875448
"5"	30	4.8	0.9375234397575
"5"	30	4	0.534073429056425
"5"	30	0.1	0.552552674320604
"5"	30	1.2	1.70986099179883
"5"	31	4.3	1.72386827589807
"5"	31	2.7	0.76962668917006
"5"	31	4.2	1.22431893188915
"5"	31	9.6	1.77247341883074
"5"	31	9.8	2.36112746849288
"5"	31	8.2	0.81740315868193
"5"	31	6	2.36315218085917
"5"	31	0	0.366128543120744
"5"	31	7.1	0.861716065921435
"5"	31	3	0.69625707729214
"5"	32	7.3	1.15568123520999
"5"	32	8.1	1.18489683561358
"5"	32	7	0.640519723862463
"5"	32	6	0.878085371593602
"5"	32	3.8	0.728062708895582
"5"	32	0.3	0.787179692449746
"5"	32	1.7	1.12574305481266
"5"	32	5.7	0.746448716782059
"5"	32	6	0.910489074293023
"5"	32	4.2	1.94193629457092
"5"	33	0	1.73434669406889
"5"	33	7.4	2.35230295096172
"5"	33	1.6	1.00952170494991
"5"	33	2	1.03816824272797
"5"	33	5.9	2.70536898909616
"5"	33	2.6	0.908010879470694
"5"	33	9.6	2.61847204379471
"5"	33	0.6	1.63166353619085
"5"	33	3.6	1.25217947983377
"5"	33	5.2	0.511387820906291
"5"	34	1.7	1.10824311529015
"5"	34	0.7	1.87216948123041
"5"	34	5.6	2.31226126726713
"5"	34	0.6	0.812385605967858
"5"	34	8.2	2.10633833788798
"5"	34	5.6	2.49814886382988
"5"	34	3.4	1.66830231324056
"5"	34	2.3	1.69218292491057
"5"	34	8.5	1.52122910561169
"5"	34	9.9	1.48555349593711
"5"	35	3.6	1.34879487251969
"5"	35	1.4	0.551630694680734
"5"	35	4.4	0.480073165586407
"5"	35	2.4	1.01714157649238
"5"	35	9.6	3.97059971251921
"5"	35	9.2	5.24548980795993
"5"	35	3.5	2.14192805982579
"5"	35	4.8	1.41078692986548
"5"	35	6.3	1.00058104145888
"5"	35	4.8	1.57896066253871
